context,question,correct_answer,answer_start
"O budismo oferece muitas oportunidades de estudo comparativo com uma ampla gama de assuntos. Por exemplo, a ênfase do budismo no caminho do meio não apenas fornece uma orientação única para a ética, mas também permitiu que o budismo coexistisse pacificamente com várias crenças, costumes e instituições diferentes nos países onde residiu ao longo de sua história. Além disso, seus paralelos morais e espirituais com outros sistemas de pensamento - por exemplo, com vários princípios do cristianismo - foram objeto de estudo aprofundado. Além disso, o conceito budista de origem dependente foi comparado ao pensamento científico moderno, bem como à metafísica ocidental.",O budismo tem que tipo de paralelo com outros sistemas de pensamento?,morais e espirituais,391
"O breve sucesso dos comunistas também contribuiu para as mãos da União Britânica de Fascistas (BUF). As atitudes anti-semitas se espalharam, principalmente em Londres. Os rumores de que o apoio judaico estava sustentando a onda comunista eram frequentes. Os rumores de que os judeus estavam inflando os preços, foram responsáveis pelo mercado negro, foram os primeiros a entrar em pânico sob ataque (mesmo a causa do pânico) e garantiram os melhores abrigos por meio de métodos ocultos também foram generalizados. Além disso, havia também antagonismo racial entre as pequenas comunidades negras, indianas e judias. No entanto, os temidos distúrbios raciais não ocorreram, apesar da mistura de diferentes povos em áreas confinadas.",Quais foram os boatos que os judeus estavam fazendo em relação a abrigos?,garantiram os melhores abrigos por meio de métodos ocultos,427
"Raskin foi autorizado a começar a contratar o projeto em setembro de 1979 e imediatamente pediu ao seu colega de longa data, Brian Howard, que se juntasse a ele. Sua equipe inicial consistiria em si mesmo, Howard, Joanna Hoffman, Burrell Smith e Bud Tribble. O resto da equipe original do Mac incluiria Bill Atkinson, Bob Belleville, Steve Capps, George Crow, Donn Denman, Chris Espinosa, Andy Hertzfeld, Bruce Horn, Susan Kare, Larry Kenyon e Caroline Rose, com Steve Jobs liderando o projeto.",Quem Raskin contratou imediatamente para ajudá-lo no projeto da Apple em 1979?,"seu colega de longa data, Brian Howard",99
"Nas décadas finais desta era, muitos plebeus ficaram mais pobres. As longas campanhas militares forçaram os cidadãos a deixar suas fazendas para lutar, enquanto suas fazendas estavam em ruínas. A aristocracia desembarcada começou a comprar fazendas falidas a preços promocionais. À medida que os preços das commodities caíam, muitos agricultores não conseguiam mais operar suas fazendas com lucro. O resultado foi a falência definitiva de inúmeros agricultores. Massas de plebeus desempregados logo começaram a inundar Roma e, portanto, as fileiras das assembléias legislativas. Sua pobreza geralmente os levava a votar no candidato que mais lhes oferecia. Uma nova cultura de dependência estava surgindo, na qual os cidadãos procuravam ajuda em qualquer líder populista.",Quem havia comprado as fazendas agora falidas?,aristocracia desembarcada,196
"Ao falar sobre a composição do genoma, deve-se distinguir entre procariontes e eucariotos como as grandes diferenças na estrutura de conteúdo que possuem. Nos procariontes, a maior parte do genoma (85-90%) é DNA não repetitivo, o que significa que o DNA codificador o forma principalmente, enquanto as regiões não codificadoras representam apenas uma pequena parte. Pelo contrário, os eucariotos têm a característica de organização exão-íntron de genes codificadores de proteínas; a variação do conteúdo repetitivo de DNA nos eucariotos também é extremamente alta. Em mamíferos e plantas, a maior parte do genoma é composta de DNA repetitivo.",Em que tipos de eucariotos existe uma grande quantidade de DNA não codificante?,mamíferos e plantas,568
"Em 1630, o Papa Urbano VIII decretou que seu título fosse Eminência (anteriormente, havia sido ""illustrissimo"" e ""reverendissimo"") e decretou que sua classificação secular seria equivalente a Principe, tornando-os secundários apenas ao Papa e aos monarcas coroados.",Qual a classificação que o decreto Eminece atribuiu?,Principe,192
"A referência mais antiga ao povo Magadha ocorre no Atharva-Veda, onde são encontrados listados junto com os Angas, Gandharis e Mujavats. Magadha desempenhou um papel importante no desenvolvimento do Jainismo e Budismo, e dois dos maiores impérios da Índia, o Império Maurya e o Império Gupta, se originaram de Magadha. Esses impérios viram avanços na ciência, matemática, astronomia, religião e filosofia da Índia antiga e foram considerados a ""Era de Ouro"" indiana. O reino Magadha incluía comunidades republicanas como a comunidade de Rajakumara. As aldeias tinham suas próprias assembléias sob seus chefes locais chamados Gramakas. Suas administrações foram divididas em funções executivas, judiciais e militares.",No desenvolvimento de quais religiões Magadha participou?,Jainismo e Budismo,199
"A maioria dos estudos indica que os antibióticos interferem com as pílulas contraceptivas, como estudos clínicos que sugerem que a taxa de falha das pílulas contraceptivas causada por antibióticos é muito baixa (cerca de 1%). Nos casos em que foi sugerido que os antibacterianos afetam a eficiência das pílulas anticoncepcionais, como a rifampicina antibacteriana de amplo espectro, esses casos podem ser devidos a um aumento nas atividades das enzimas hepáticas hepáticas, causando aumento da quebra dos ingredientes ativos da pílula . Efeitos sobre a flora intestinal, que podem resultar em menor absorção de estrogênio no cólon, também foram sugeridos, mas essas sugestões foram inconclusivas e controversas. Os médicos recomendaram que medidas contraceptivas extras sejam aplicadas durante as terapias usando antibacterianos com suspeita de interação com contraceptivos orais.",O que os antibióticos interferem?,pílulas anticoncepcionais,303
"O dialeto Amoy (Xiamen) é um híbrido dos dialetos Quanzhou e Zhangzhou. O taiwanês também é um híbrido desses dois dialetos. O taiwanês do norte de Taiwan tende a ser baseado na variedade Quanzhou, enquanto o taiwanês falado no sul de Taiwan tende a ser baseado no discurso de Zhangzhou. Existem pequenas variações na pronúncia e no vocabulário entre os dialetos de Quanzhou e Zhangzhou. A gramática é geralmente a mesma. Além disso, o contato extensivo com o idioma japonês deixou um legado de palavras em empréstimos japoneses em Hokkien de Taiwan. Por outro lado, as variantes faladas em Cingapura e na Malásia têm um número substancial de palavras de empréstimo do malaio e, em menor grau, do inglês e de outras variedades chinesas, como o Teochew e alguns cantoneses.",O dialeto Amoy é um híbrido de quais dois dialetos?,Quanzhou e Zhangzhou,50
"A comunidade foi estabelecida por várias embarcações de transporte de colonos das Bermudas (que fica a leste da Carolina do Sul, embora a 1.030 km ou 640 milhas, seja a mais próxima de Cape Hatteras, Carolina do Norte), sob a liderança do governador William Sayle, no oeste margem do rio Ashley, a poucos quilômetros a noroeste do atual centro da cidade. Logo foi previsto pelo conde de Shaftesbury, um dos senhores proprietários, que se tornasse uma ""grande cidade portuária"", um destino que a cidade rapidamente cumpriu. Em 1680, o assentamento foi movido a leste do rio Ashley para a península entre os rios Ashley e Cooper. Este local não era apenas mais defensável, mas também oferecia acesso a um belo porto natural.",De onde vieram os colonos originais de Charleston?,Bermudas,82
"O governador da Califórnia, Arnold Schwarzenegger, assinou a ""Lei Donda West"", legislação que torna obrigatório que os pacientes forneçam autorização médica para cirurgia plástica eletiva.",Que famoso governador assinou legislação em homenagem à morte de Donda West?,Arnold Schwarzenegger,28
"Os níveis de desemprego são baixos (31 indivíduos em 2013, comparado com 50 em 2004 e 342 em 1998). O emprego é dominado pelo setor público, o número de cargos no governo caiu de 1.142 em 2006 para pouco mais de 800 em 2013. O setor privado de Santa Helena emprega aproximadamente 45% da força de trabalho empregada e é amplamente dominado por pequenas e microempresas com 218 empresas privadas que empregam 886 em 2004.",Qual a porcentagem de pessoas empregadas no setor privado em Santa Helena?,45,281
"Weinrich et al. (1993) e Weinberg et al. (1994) criticaram a escala de agrupar indivíduos diferentes com base em diferentes dimensões da sexualidade nas mesmas categorias. Ao aplicar a escala, Kinsey considerou duas dimensões da orientação sexual: experiência sexual aberta e reações psicossexuais. Informações valiosas foram perdidas ao colapsar os dois valores em uma pontuação final. Uma pessoa que tem apenas predominantemente reações do mesmo sexo é diferente de alguém com relativamente pouca reação, mas com muita experiência do mesmo sexo. Teria sido bastante simples para Kinsey medir as duas dimensões separadamente e relatar pontuações de forma independente para evitar a perda de informações. Além disso, existem mais de duas dimensões da sexualidade a serem consideradas. Além do comportamento e reações, pode-se também avaliar a atração, identificação, estilo de vida etc. Isso é abordado pela Grade de Orientação Sexual Klein.",Por que o colapso dos dois valores em uma pontuação foi um problema?,"Uma pessoa que tem apenas predominantemente reações do mesmo sexo é diferente de alguém com relativamente pouca reação, mas com muita experiência do mesmo sexo",387
"As Cruzadas trouxeram uma mudança nas rotas comerciais européias que aceleraram o declínio dos Kievan Rus. Em 1204, as forças da Quarta Cruzada demitiram Constantinopla, tornando marginal a rota comercial de Dnieper. Ao mesmo tempo, os Cavaleiros Teutônicos (das Cruzadas do Norte) estavam conquistando a região do Báltico e ameaçando as Terras de Novgorod. Simultaneamente, a Federação Rutena de Kievan Rus 'começou a se desintegrar em principados menores à medida que a dinastia Rurik crescia. O cristianismo ortodoxo local de Kievan Rus ', enquanto lutava para se estabelecer no estado predominantemente pagão e perdendo sua base principal em Constantinopla, estava à beira da extinção. Alguns dos principais centros regionais que se desenvolveram mais tarde foram Novgorod, Chernigov, Galich, Kiev, Ryazan, Vladimir-upon-Klyazma, Vladimir de Volyn e Polotsk.",Em que ano a Cruzada demitiu Constantinopla?,1204,110
